Unnamed: 0,company_name,company_rating,industry,size,type,years_old,location
5665,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5666,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5667,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5668,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5669,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5670,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5671,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5672,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5673,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5674,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5675,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5676,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5677,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5678,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5679,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5680,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5681,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5682,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5683,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5684,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5685,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5686,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5687,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5688,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5689,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5690,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5691,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5692,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5693,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5694,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5695,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5696,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5697,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5698,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5699,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5700,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5701,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5702,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5703,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5704,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5705,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5706,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5707,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5708,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5709,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5710,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5711,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5712,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5713,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5714,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5715,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5716,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5717,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5718,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5719,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5720,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5721,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5722,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5723,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5724,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5725,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5726,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5727,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5728,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5729,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5730,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5731,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5732,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5733,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5734,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5735,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5736,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5737,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5738,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5739,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5740,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5741,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5742,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5743,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5744,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5745,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5746,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5747,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5748,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5749,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5750,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5751,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5752,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5753,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5754,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5755,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5756,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5757,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5758,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5759,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5760,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5761,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5762,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5763,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5764,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5765,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5766,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5767,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5768,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5769,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5770,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5771,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5772,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5773,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5774,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5775,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5776,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5777,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5778,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5779,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5780,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5781,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5782,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5783,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5784,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5785,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5786,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5787,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5788,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5789,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5790,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5791,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5792,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5793,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5794,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5795,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5796,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5797,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5798,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5799,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5800,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5801,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5802,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5803,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5804,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5805,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5806,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5807,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5808,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5809,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5810,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5811,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5812,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5813,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5814,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5815,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5816,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5817,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5818,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5819,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5820,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5821,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5822,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5823,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5824,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5825,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5826,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5827,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5828,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5829,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5830,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5831,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5832,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5833,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5834,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5835,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5836,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5837,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5838,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5839,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5840,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5841,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5842,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5843,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5844,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5845,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5846,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5847,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5848,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5849,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5850,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5851,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5852,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5853,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5854,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5855,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5856,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5857,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5858,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5859,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5860,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5861,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5862,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5863,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5864,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5865,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5866,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5867,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5868,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5869,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5870,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5871,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5872,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5873,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5874,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5875,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5876,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5877,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5878,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5879,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5880,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5881,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5882,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5883,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5884,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5885,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5886,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5887,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5888,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5889,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5890,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5891,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5892,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5893,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5894,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5895,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5896,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5897,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5898,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5899,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5900,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5901,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5902,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5903,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5904,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5905,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5906,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5907,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5908,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5909,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5910,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5911,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5912,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5913,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5914,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5915,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5916,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5917,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5918,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5919,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5920,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5921,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5922,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Noida
5923,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Noida
5924,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Noida
5925,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Noida
5926,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Noida
5927,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Noida
5928,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Noida
5929,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Noida
5930,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5931,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Noida
5932,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,Noida
5933,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Noida
5934,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Noida
5935,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Noida
5936,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Noida
5937,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Noida
5938,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Noida
5939,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Noida
5940,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5941,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5942,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5943,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5944,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5945,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5946,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5947,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5948,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5949,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5950,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5951,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5952,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5953,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5954,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5955,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5956,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5957,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5958,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5959,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5960,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5961,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5962,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5963,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5964,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5965,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5966,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5967,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5968,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5969,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5970,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5971,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5972,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5973,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5974,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5975,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5976,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
